conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags,
hit:275_conv:551,5,jealous,Once_comma_ I had plans to meet up with an old flame. I got to the spot and spotted her from across the room. She gave me a big hug_comma_ and then introduced me to her new boyfriend.,117,I know right! No warning or anything. He turned out to be a nice guy_comma_ but I thought it was a little misleading on her part.,4|5|5_5|5|5,,
hit:281_conv:563,1,excited,I recently booked our vacation accommodations in Florida_comma_ which we are going to in a few weeks. We have a large beachfront condo and I can't wait!,45,My family and I are going on vacation in a few weeks. We rented a largo beachfront condo and I can't wait!,5|5|5_5|5|5,,
hit:281_conv:563,2,excited,I recently booked our vacation accommodations in Florida_comma_ which we are going to in a few weeks. We have a large beachfront condo and I can't wait!,56,OH I love the beach!!  Which beach are you going to go to?,5|5|5_5|5|5,,What is your field of work?|Excellent! Stay hydrated!|Keep it up and I'm sure something will turn up!|That makes for long days at work. I hope they can fix it for you soon.|Of course_comma_  do you feel prepared to do it then?|What happened to the dog afterwards?|I understand that_comma_ as long as I could understand the language I think I would be great anywhere.|That's really awesome that you supported your friend!|well that's good and bad. hopefully the joke didn't carry on too long|I am sure your friend will forgive you.|That's always the case! So annoying. I love the self checkout options. I wish more places had that.|oh that's weird what did you do?|Was the weather good?|Oh no.  In those cases_comma_ it's either the best news or the worst news.|You never know these days. Luckily there are cameras everywhere.|We're all human so having a feeling like that is understandable.|So you covered him. It was very noble from your side to act in this way|Wow_comma_ good for you guys!|Wow! thats great! I bet you feel proud of it!|Will you throw her a comeback party?|Wow. That is a blessing|Thats a tough situation.|That sounds good. Are you moving soon?|Wow ! Thats quite unfortunate!|Oh_comma_ I see what you are saying!  Did he get upset about it?  And you never know_comma_ he could turn it around next year and blow you away!|Oh I remember when those came out and everyone thought they were going to be worth millions someday! |I know how it feels to be homesick_comma_ but you have to put your wife first.|Yes_comma_ I have.  One that actually died and one that was miraculously saved.  It was a dark and tough time.  Did that happen to you recently?|Which one?|I think we never really know what is going on inside people's mind. Celebrities like Anthony and Robin Williams seems to live a good life_comma_ but in reality_comma_ they are suffering.|I can understand that as I live in Florida and we prepare for hurricanes each year with a plan and emergency rations and supplies.|Oh I bet that was fun. What kind of dog do you have?|I'm trying to get into it. we have our first baby on the way and need to reorganize everything. Do you have tips? |you sure are a very strict parent.|Oh_comma_ I'm sure you are lonely. Maybe you can join some kind of club that lets you meet new friends?|aw man that sucks how come he gets to get one but not you|Nice_comma_ when did you guys break up|Haha!  Awkward.  What did you do?  Did you hurry up and get out of there?|I also love dogs.|Yep its disgusting|I'm sorry to hear that_comma_ that's very sad. Were you two close?|Oh no. hy did you do it?|Good. You sound confident. When is it?|Yes _comma_ work is better with friends.|Are you drinking 2% because you think you're fat? Because you're not. You could drink whole if you wanted to.|OH I love the beach!!  Which beach are you going to go to?|Oh my god! what did you do? did you tell anyone?|It's hard to see people and not be able to help.  You seem really giving!|Are you scared of heights?|Definitely_comma_ especially when you get really hungry at night. I love a good drive thru|I am sorry to hear that. How far along is it?|That is really too bad.  Did you all have a fight?|It can be hard_comma_ but you can do it|Yes at least there is that.  But it must be really scary to deal with someone willing to go that far.|Oh god. Was it big?|I'm sorry to hear that.  Just knowing that he has you to lean on probably goes a very long way in helping him get through that.|Oh nice. What kind of candy was it?|Oh nice! That seems more likely than winning the state lottery. That would be so cool if you won!|I can understand that_comma_ I think I would be a mess too.|Oh me too! Do you have a monday to Friday type job?|I've had pets to do that too.|It'll take some getting used to.|I love vacations I hope you and him have a good time.|Oh man! I hate one night stands!!|Well_comma_ it shouldn't be too bad. If you couldn't do the work I'm sure they wouldn't have hired you.|Why? What happened? I hope you didn't get food posioning.|That's great. It's nice when we get some peaceful time for ourselves.|I sure hope so_comma_ too! It is a lot of work to get it sorted out. |it is so sad to know but my mother is rather sick of flu and not dying |Well i used to be lonely a lot but i eventually found someone. I think you will too.|Yeah me too. I like that though_comma_ I like earning my way. |Yeah_comma_ that's illegal I think_comma_ they need to at least knock or ring the door bell!|That's not bad_comma_ I was thinking you were doing it in like a couple days.|I'm sure you wanted to get out of there as soon as possible.|I wish you the very best on that my friend|Interesting! What kind of things do you do?|Time will make it better. You just have to move on.|I bet you have more energy and more confidence for sure!|In real life? Or are you making this up|Yeah_comma_ I'd be pretty scared too_comma_ but it's better to be upfront about it to get it off your chest|Congratulations_comma_ all the hard work paid off!|What movie did you want to see?|Yeah I have lol. What's your brothers name?|That's a good idea! This way you can also meet friends for yourself_comma_ but also maybe meet new friend's for your children to hang out with while you do with their moms!|Oh well I was starving...I just rinsed it out with some mouthwash and ordered a big pizza lol|What sort of issues?|so you have like tunnel vision where ?|Better to find out now then move in and invest your time. Trust me it's worse.|Well I am not a religious person but I will have to say it urks me when I am surronded my religious people that is trying to push their belief on me. Then seeing them feel people heads with stuff that they can not prove is there irritates me also|You must be so thankful!|I bet you worked very hard on it! It will be great!|That is good to hear!  I'm am sure you are grateful to experience such a good day!|It's really hard to stick with something like that. I wish I could do it.|What kind of dog is she_comma_ and how long have you been competing like this?|Was it on the phone or in person?|Do you have a good chance with her. Have you talked to her about it?|How did they lose so much weight compared to you?|What a dream come true for you that'll be.|Oh no! That must be so frustrating being in a foreign country|Good for you buddy :) happy for ya
hit:281_conv:563,3,excited,I recently booked our vacation accommodations in Florida_comma_ which we are going to in a few weeks. We have a large beachfront condo and I can't wait!,45,We are going to be staying at Miramar Beach in Florida_comma_ about an  hour Panama City Beach. The view is amazing from our balcony and we are so ready!,5|5|5_5|5|5,,
hit:281_conv:563,4,excited,I recently booked our vacation accommodations in Florida_comma_ which we are going to in a few weeks. We have a large beachfront condo and I can't wait!,56,PCB is where we always go! If you want to drive a little bit_comma_ go to HUNTS in PCB - it's off the beaten path but THE best seafood and prices - just go early (like 4oclock) for dinner or you won't get in!!,5|5|5_5|5|5,,"That is terrible.  Was it dead or just injured?|That must be really irritating. Is she doing it deliberately?|That is really great.  You don't find too many people willing to help others financially.  Do you have a really good job?|Cool. Pizza is my fav food. What movie you guys going to see?|Oh no_comma_ what did you do to stay cheerful ?|Oh no_comma_ I hate when that happens. I can sympathize with you because thats happen to me twice! Its okay in the winter time and you can sort of keep your food fresh but not during the summer|Well then. What a great surprise. It sounds like you deserved it.|I'm sorry to hear that. Have you ever been married?|You must have feelings for him that are lingering.|wow_comma_ who was the won who littered your yard with easter eggs?|All the best buddy enjoy the celebrations :)|Oh yeah_comma_ Donald Trump is such a charlatan. He has some really shady history too. I'm actually a Christian and a conservative but I'm appalled that everyone on the ""right"" have fallen for this guy. He's so against what the real conservative values are supposed to be.|Cool! That sounds like a great time!|Wow_comma_ that is terrible. I hope that you are able to catch them or find surveillance videos of who did it_comma_ because most malls do have cameras in the parking lots.|That's so cool. I'm sure he will love it! Where did you get it?|Oh my_comma_ did they notice you farted?|What did you lie about_comma_ and why?|Oh goodness_comma_ what happened for the past 3 weeks?|I would be furious.  What did you do?|I didn't know that. Congratulations. That's so awesome.|oh my gosh_comma_ a plate! That kinda sounds serious.|I've always liked the idea of meditation_comma_ but I feel like it'd be hard. My mind is always racing!|That is wonderful_comma_ I imagine she is very excited.|Oh really? What happened with your family and friend then?|I wonder if that's a common thing? It's very relaxing.|Uh oh. I bet she wasn't happy when she found out.|It must have been! Have you guys been apart before?|three years.|hold on to her|It's as if some people think they are the only one's on the road.|How do you think it will go? Are you confident?|Well you have to live a little every now and then. I'm sure it was worth it_comma_ haha.|Yes and theres no point mulling over it! |oh my  are you really serious?|Wow did youcall someone about that?|It will pass in time_comma_ even though it feels awful right now.|Oh god.. so sorry to hear that. May i ask how did it happen?|I'm so sorry_comma_ that is the worst feelings. I had to put my dog down as well. I know you did the right thing.|That is great news. Congrats.|Oh no. hy did you do it?|Oh! Was the ice cream cake for you?|You must be relieved! You excited for free time?|PCB is where we always go! If you want to drive a little bit_comma_ go to HUNTS in PCB - it's off the beaten path but THE best seafood and prices - just go early (like 4oclock) for dinner or you won't get in!!|I like Starbucks. But they're a little expensive for me to go there often.|Cool! Who are you going to see?|I feel like that sometimes - but people have usually seen worse.|It's a shame that people are letting these marvels pass them by.|Yeah you want them to learn_comma_ but it's definitely hard to see them doing things that you might not agree with. |All is well that ends well_comma_ especially with family they gotta give ya do overs.|Thunder always keeps me up_comma_ it gets so loud sometimes! And the wind!|Not very often. She lives about 7 hours away driving time.|holy cow! Thats terrifying. What did you do?|Only if you are choosing that_comma_ over real tangible moments with friends or outside people.|Ive never been to one of those.  Is she really young or is she like a professional dancer?|Oh no.I hope she gets better.|It is indeed unfair_comma_ they shouldn't have done that|Oh that's really nice to have something you can remember him by. It must be very special to you. |I used to lose stuff all the time.  Then I learned to relax and actively imagine all the places I'd been to.  It worked for me then_comma_ found a G-shock watch a pair of nikes and my wallet|That's good. I know that would be difficult.|Maybe I should buy some. I never win either. Its about time|I see_comma_ did they ever find out it was you ?|Oh no! Are you going away this weekend?|That's horrible. I'm really sorry about your friend. |That's rough man. Got any back up interviews lined up?|That's awesome. I love a well trained dog.|That one is a zinger! I remember listening to that when I took my grandma to prom!|Are you trying to gain muscle?|Ah. Well_comma_ chalk it up to one of those funny but awkward moments of life then!|That is great. Why did you move?|Aw_comma_ that's awesome_comma_ did it bring back memories?|Well at least they bought them out and they won't be homeless. Still sucks though.|I can relate. I have lost whole essays for the same reason. I had to call in sick for school because of it.|What did you say to him after he did it?|Very cool_comma_ are you a scientist?|Oh My!! What are you going to do? I would buy it anyway. |That must have been horrible! I'm so sorry you went thru that|She sounds like a person with great ability. Great choice of friend.|Hopefully you were wearing dark clothing_comma_ coffee on light colors stinks!|Oh my! That is repulsive indeed! I would've taken it home for dinner. Waste not want not!|Well yeah_comma_ that sounds about right. He has to go to the Championship first and win_comma_ then party time !!!!!|Oh god- Do you live in the country?|It happens to the best of us. It would be great if they did not make us gain weight.|Sounds like a nice surprise! my god how beautiful. |Understandable.  What was the reason?|Do you think she will be a good teacher for your daughter?|Have you told them how you feel?|That's nice_comma_ how long did it take you ?|I have_comma_ thats a very cool show|Oh no_comma_ what did you do?|Im so sorry_comma_ pets are like children |I totally feel you.  My husband as gone for work so much for a couple years.  It will just be a season of life and then you'll be back together!  Communicating even more than ever and encouraging each other can help so much.  You're doing great!  I hope you're together soon!|Wow that's a tough schedule. Especially with a new baby.|Man that is scary! Granted i like to hear things about that. |Smart move. You don't want to get involved in a gunfight. Glad you made it out safely.|Why didn't you say anything?|Wow that sounds pretty high to me. What was wrong with it?|That will be better. Talk to her before you lose her|Do you think you'll do well?|You live and you learn_comma_ at least it was a petty crime and nothing serious!|that is very fortunate!"
hit:282_conv:564,1,annoyed,My friend Maria and I had plans for brunch. We were supposed to meet at 11_comma_ but she didn't even call me till 3. I had work at 5_comma_ so the day was a waste.,117,I was supposed to go for brunch with my friend Maria the other day. At least that was the plan.,5|4|5_5|5|5,,
hit:282_conv:564,2,annoyed,My friend Maria and I had plans for brunch. We were supposed to meet at 11_comma_ but she didn't even call me till 3. I had work at 5_comma_ so the day was a waste.,60,Why didn't you go?,5|4|5_5|5|5,,I understand being fascinated by them they can be very intriguing. Maybe you should stop watching as many though. |that's great! I hope you do well and get the job. good luck!|Cool. Pizza is my fav food. What movie you guys going to see?|I actually do not have any kids right now|Wow! How is that even possible?|I bet it is! I love getting together with friends_comma_ especially if it has been a while...which it seems to be the older I get.|Seems like we all have. Some people shirk having to though.|That's awesome I hope yall have a good time!|I know that feeling all too well. But don't get down on it_comma_ just try better tomorrow.|Ha ha_comma_ I'm sure he'll get the the hang of it eventually. It takes some children longer than others to get used to.|Ah_comma_ I hate when that happens! How embarrassed were you?|Yikes_comma_ I'm sorry to hear that.  That sounds horrifying!|It must have been! Have you guys been apart before?|Oh that sucks getting blamed for it when it was their fault.|I'll keep my fingers crossed that you won|Ah_comma_ I guess you have to save money somewhere|Good job! You must have worked hard and prepared. Or are you just naturally really smart?|Oh my god_comma_ that is a LOT of weight!|Yea that is so gross but also kind of funny. I cant help but laugh.|Great_comma_ what make are getting?|That's terrible. I thought they had to offer some sort of alternative. What airline was it?|Well now you know.|Wow_comma_ so your going to take being a bad person to the grave. Maybe you'll see her in the next life?|Now you having something to celebrate. Congrats!|That is amazing. She is a very smart girl.|I bet you have a good shot at it! Good luck|I bet you are proud|That will be an amazing trip!!|It can be hard_comma_ but you can do it|You're a good guy. Did she take it well?|Why?|Thats horrible. Will they reschedule?|That is great_comma_ Why does he travel so much?|Maybe they will understand.|What breed is she?|Awwwww. He sounds super cute! Have lots of fun with him. |That sounds like fun_comma_ do you have a big family?|Oh my! You must have been terrified! Did everything turn out ok?|Why you no hunt and send wife instead.|I'm sure you studied hard and should be proud of that! I'm positive you nailed it.|That's a pretty heavy realization...better tell him now that regret it later|Wow! You should do something back for her!|*wink* *wink* |Better luck next time!  I love to scratch!|ah_comma_ you must have great memories than|Why didn't you go?|That's the best kind of day.|tell me more about this|Oh My!! What are you going to do? I would buy it anyway. |Have you tried 1%?|That's horrible. I'm really sorry about your friend. |I can understand that. It's a tough trip to make_comma_ but hopefully you'll be able to soon.|Man_comma_ i wish i could get one.|That must have been exciting to see her after so long. Does she live very far away?|I understand but atleast it was not poisonous |Was it recently? Happy Birthday|That is very true! Was it bad weather?|I can't even imagine the stench...did you make out with any buried treasure?|Oh I am sorry. Did you get any part?|That's great.  2% is much more healthful than whole milk.|You wont know an answer if you dont ask|Wow_comma_ please make it real.|Lol_comma_ that is terrible. She should have changed his diaper before leaving the house what the heck...|That is really scary!  What was it?|do you make enough money to support the baby?|Was it your first time riding on one? Is there something in particular that makes you afraid?|I am really sorry to hear that.  Why are you ashamed?|Well if you stay in touch then I'm sure she'll come back...but in the meantime try to take your mind off her or get involved in something fun so you have cool stories to tell her|Are you goings going to stay friends?|I love that too! I try feeding everyone :) Awesome!|Sometimes I feel as though our generation (assuming you're a few years around 30) really got a bad deal as far as the economy_comma_ politics_comma_ and the overall love in the country is concerned.|Wow that's impressive!|Oh no!  It always seems like things get lost when you move doesn't it?  Is there anyway you can go back and see if its at your old place?|Don't worry_comma_ it will get better. I know you deserve better|I understand that feeling. I've had trouble letting go of those kind of cravings too. Has your diet been going well otherwise?|Sorry to hear about that.  I wonder if there's any way to fix this situation.  What do you plan to do?|I've done one of those before. They are pretty cool. Do you think you will get the job?|You must be over the moon happy.|I assume you don't get to see them often?|Do you feel any less nervous?  Job interviews are always nerve-wracking |I've never imagined something like that before. Where did you see this?|I am so sorry to hear. I have a cat that I love very much. How is the cat doing now?|What's been bothering you at work? Are you not being fulfilled enough?|I know what you mean. Did you get the job?|Awesome. What breed did you own?|Really? It doesn't bother me at all. I wonder why you feel that way?|I saw a toy that they are bringing back from a couple decades ago when I was a kid and wow_comma_ it was so neat to see!|Sugar is very addicting! I'm glad you could make it|Neither would I_comma_ I dislike such greedy people |Where you not secure in your self?|What video games are the two of you playing?|3 years is a long time. How come?|OH wow! Did you get it all over youself?|thats good|So what breed did you get ?|Wow. She probably couldve kept going for years if it wasnt for that.|That would take a miracle _comma_ or have some major money backing it.|Do you have any hobbies that may help you to meet people?|I hope she didn't eat too much of it_comma_ it might make her sick.|That's nice_comma_ how long did it take you ?
hit:282_conv:564,3,annoyed,My friend Maria and I had plans for brunch. We were supposed to meet at 11_comma_ but she didn't even call me till 3. I had work at 5_comma_ so the day was a waste.,117,Well_comma_ we had initially agreed to meet at 11. Wouldn't you know it_comma_ she didn't end up returning my text until 3PM!,5|4|5_5|5|5,,
hit:282_conv:564,4,annoyed,My friend Maria and I had plans for brunch. We were supposed to meet at 11_comma_ but she didn't even call me till 3. I had work at 5_comma_ so the day was a waste.,60,Is she always a flake? Maybe time for a new friend?,5|4|5_5|5|5,,"What is your plan to accomplish that? |you are right. But hey people just do what they want to!!|that sounds nice_comma_ must be a really good ""friend""|LOL_comma_ well there is always luck!|oh wow! that sounds very special!!!|For mine too. That was also i said.|What did you guys do?|I understand that. I tried to give him a new table for his apartment_comma_ and he blatantly ignored me. I was like_comma_ well I don't have to give it to you.|Oh that sucks getting blamed for it when it was their fault.|That's a very interesting topic. I would have loved to have seen that!|Sometimes life isn't very fair. I like to think of it as motivation to get a better job.|Same. I have a chance in a few years to go with the family but not 100%.|Is she always a flake? Maybe time for a new friend?|That's ridiculous.  I was going to see who might have helped you.  I'm so glad your friend helped.  Hope you had a great time!|Well you have to live a little every now and then. I'm sure it was worth it_comma_ haha.|Jeez people just always have to be in a hurry to get no where right. |its ok it happens with every one|Did you have candles or a flash light to help yous see?|Holy cow that's awesome!  That's gonna be a fun 10 days!|8|Haha I'm sorry! My dog is chill now but he ate a hole in the wall when he was a puppy lol|I know in some places_comma_ the penalty for hurting an animal can be tougher than that for hurting your kids.  Nothing makes sense sometimes. |Hm maybe she liked you ha|That must have been scary.  It's always better to be safe in a situation like that.  |I am in Central FL... so uhh.|Aww_comma_ yeah I know what you mean. Dogs are so lovable. I also have a new pup myself. I got him a couple years ago|i hate those as well|Did you have any damage to your home?|Man_comma_ I'm so jealous of you. I love that new puppy stage_comma_ as tumultuous as it can be. There's just so much emotion and ""new feelings"" going on as you watch it grow.|That's a real bummer_comma_ but as they say_comma_ there are plenty of fish in the sea!|I know what that's like. I have three kids.|Oh no_comma_ throw it away!!!!|Well good luck with that!|The squirrels keep stealing the feed in my birdfeeder_comma_ they do trapeze to get to it.|Well were pretty close in age|Did you spill something?|What did they do|My day was great so far!  How about you?|I love dogs! What breed is he?|I get that_comma_ best of luck friend!|Congrats! I bet that feels great!|What made you nervous about it?|I'm sure you studied hard and should be proud of that! I'm positive you nailed it.|Yes_comma_ that is probably a positive.|I hate when that happens. |that is sweet_comma_ who from?|Thats perfect_comma_ a boy and a girl thats what most people want. congrats. |That's fantastic that you get to see everyone again! I hope you have a great time catching up.|that must have been an explosion and a half_comma_ did  you clean it up?|that makes it very difficult_comma_ and hard not to get your hopes up|Ohh I see. That is super annoying. Hopefully she gets over this phase and they get along.|Oh_comma_ no! That's so terrible!|Not very often. She lives about 7 hours away driving time.|What grade is he in?|that is great to hear! a faithful spouse is a blessing|I love that movie also. Have fun |Hmm_comma_ wear something thick and long. Maybe hockey pads!|Japanese language seems like it would be heard to learn.  Good luck on your test_comma_ Im sure you will do fine.|That's great that they accomplished that and even better that you recognize their achievements.|Keep up the good work! You will do good in life and be a good role model for your kids. |That sounds like a nice time!|Oh goodness_comma_ what was it?|I hope you have a great trip and cherish the time with your family!|What was the accomplishment again?|Wow_comma_ that had to be quite a surprise.  I hope you like them|That is a long time to be in the car for sure.|so proud of yourself right ?|What kind of work do you do?|I can't even imagine the stench...did you make out with any buried treasure?|Like where you were born?|It's OK to be nervous_comma_ but don't let it stop you!  No risk_comma_ no reward!|I am so sorry that happened to you!|Did you get her something special?|Oh my! I hope you were the only one there! otherwise that would have been scary!|Oh yeah_comma_ the buffering?  Very annoying.|That's very faithful of you_comma_ and the right thing to do I'd say. |Ew_comma_ that's always the worst. What were you getting?|Aw_comma_ that has to be tough not to see your friends. Do they visit often?|I dont blame you.  I probably would have done the same thing.|ooh_comma_ am so sorry about that. Have you tried to talk to her?|Did they give you any reason for not giving you the job?|that sounds so cute|Oh dang. How do you think that is going to go down?|it was fine. How about you?|thats awesome of her to be able to get you something you really wanted|Well how nice_comma_ that must have been fun.|Aw_comma_ I'm sorry. I know this isn't the best solution_comma_ but have you considered listening to funny podcasts?|Oh cool_comma_ where does your friend live? Is it an exciting location?|that must've made you so furious|I think you need to look at the bigger picture_comma_ though. Someone cured a disease that has caused so much suffering for so many people. Though I suppose to can be both excited for the discovery and jealous at the same time. The two aren't mutually exclusive.|Yeah_comma_ funerals are really sad but they can make one appreciate life so much more.|that is really cool i hope you get the job|Never take someone like that for granted. They are so rare.|Stick to your routine next time|Oh I remember when those came out and everyone thought they were going to be worth millions someday! |Oh no!  I bet that was embarassing :(|I bet it will feel amazing to have them cheering you on! I have a feeling you'll do great in your race.|That's amazing_comma_ I wish I could get a puppy too_comma_ but my cat is not friendly|Oh_comma_ that had to be super gross! |I hate creepy stuff like that because I get paranoid."
hit:284_conv:569,1,afraid,Once I was super afraid b/c there was this guys following me and my mom at this grocery store.  I wasn't sure what to do about the situation so I told the manager at the store and he had someone walk me and my mom out to my car so we would be safe.,103,Me and my mom were at this grocery store recently and this guy started following us outside the store and then again inside the store it was so scary!,4|4|4_5|5|5,,
hit:284_conv:569,2,afraid,Once I was super afraid b/c there was this guys following me and my mom at this grocery store.  I wasn't sure what to do about the situation so I told the manager at the store and he had someone walk me and my mom out to my car so we would be safe.,7,Did he do anything to you and your mom?,4|4|4_5|5|5,,"Awesome. I'm sure it's going to turn out great.|I can only imagine! How is he now?|That sucks_comma_ hopefully its just something minor. You're a good person for taking care of her|I am afraid to fly too.|That is awesome! Parents are the best|What happened?|Nice! Mowing the lawn isn't fun in the heat unless you're using a super fast one of course|Wow that's pretty deep!|Wow that sounds challenging! You must have some serious strength to pull that off!|Oh no! What was wrong? Are you feeling better?|I am so sorry to hear_comma_ if you need to talk to someone about it_comma_ I am here for you|That's great! Congratulations! Is this your first child?|That's rough but you deserve someone who is willing or wants to make the time for you. Never settle for less than what you are willing to settle for.|That's awesome! I love when people remember my birthday.|Be sure to get plenty of rest thought! Its easy to lose sleep in such a time.|I don't think you should feel too bad about missing one day!  It sounds like you're generous regularly.  I get it though.|I would be too. |Sadly_comma_ I don't think we can ever be prepared for that kind of loss.|When did you move in?|That was kind of you! Has his truck been repaired?|I have done that before lol|Really? It doesn't bother me at all. I wonder why you feel that way?|An adult did this? |oh no! Did you lose a lot of work?|I can't imagine why people would do that. Animals are helpless.|Coming clean is a great way to start.  It's hard since you know she'll be hurt.  Were you having trouble in the relationship before?|What was for breakfast?|I agree_comma_ it makes you just want to try harder next time.|Did he do anything to you and your mom?|That is terrible.  Was it dead or just injured?|I hope she is okay. |aww. im sure you must feel proud of him|How dare you question my intestinal fortitude?!? I would watch out_comma_ friend. I may just slip some cyanide in your relish if I ever have the chance to challenge you!|Did you try talking to them about it? I can only assume it wouldn't go well but you never know.|That sucks. Did they give you any reason why they won't verify it?|How old is she?|Man_comma_ that is amazing that both your kids are so talented.  I hope my little ones are like that.  Congrats on your great parenting!|Wow_comma_ that is really messed up. Did you end up leaving them?|I wish refrigerators would have a warranty that replaced food when they went bad. |Did you go running like crazy!? |I think I will need to do that_comma_ my TV is an oldy.  I am sure you will have a great time.|I'm sorry hun_comma_ you deserve to be treated better than that. I hope you know that.|Did you have candles or a flash light to help yous see?|Wow that's awesome! Are you on a team?|I hear that.  Sometimes the classics are impossible to find.|Ah_comma_ that's interesting you say that. I thought you'd just be like everyone else_comma_ who say_comma_ ""Happy to nudge them out the door!"" You sound like a good parent|For what kind of project?|That's a positive at least_comma_ good luck on the move!|That will be *such* a wonderful feeling when you do. I know it's hard when you see someone reach the ""finish line"" first -- are you able to turn that envy into inspiration?|Why wasn't it good? Florida sounds like an ideal destination.|*very excited.  (oops).  Where did she go?|I saw a toy that they are bringing back from a couple decades ago when I was a kid and wow_comma_ it was so neat to see!|Sounds like you guys know how to have fun no matter what. You have good friends. |oh no! that sounds annoying. Did you end up getting help?|Neither would I_comma_ I dislike such greedy people |That's a relatively quick recovery_comma_ fortunately. |Nothing like relaxing and getting your body ready for a night of good sleep!|It's alright to feel such sentiments buddy :)|also nostalgic ey? i get you_comma_ those easy days_comma_ no stress_comma_ no limits_comma_ anything is possible |I hope he gets that taken care of!|Oh wow_comma_ that's awesome. Is your sister as happy with her husband as you are with yours?|That is weird but amazing! Does it work?  If it does_comma_ I will get my husband to tape his mouth shut.  He snores like a freight train because his tongue slides back I guess.  Is that true for you?|That sounds so good i love steaks|Ha ha_comma_ guess you weren't the one.  That would've been crazy!  I hope its okay!  I'm sure someone will try to grab it.|Aw_comma_ that's sweet! I really am hoping y'all make it through this together. (:|How exciting_comma_ is he a non-traditional student?|Oh awesome_comma_ That is great!|Do you have any special welcome-back events planned?|They should- they say people who hurt animals will hurt people too. |Wow did youcall someone about that?|Good job! Maybe you will get a promotion too!|Thats sad. I love cats|Oh my god! what did you do? did you tell anyone?|Oh I'm so sorry to hear that!|It was nice of you to step up and help out.|College and high school friends are always close to the heart. I'm glad she lives fairly close!|One day we'll find a way to repay them all the misery they've caused us.|The internet is a great thing. I don't know what we'd do without it.|Oh he worked for congress? That's very interesting. That sounds like an awesome haul of vintage stuff.|New adventures! I want to go west.|Thankfully_comma_ they are both okay.  Dogs or cars_comma_ or anything for that matter could get them!|Yes when I was young I did all the time_comma_ but I think after I turned 18 I got this weird fear of being so high up in the air. What about you?|Well that makes sense.|When that is over then you can do you. We have to make time for ourselves.|I see. I hope for all the best for you and him.|OH that will be such a huge relief I'm sure!  It's crazy that people behave that way_comma_ knowing they are causing other people such strife.|Wow_comma_ that's a lot of dedication!  I believe in you!|Wow_comma_ that's so sad. Hopefully a new love will come to you!|Did you have the choice between truth and dare?|Yes_comma_ I agree_comma_ are you hoping for something in particular.|I believe he will pay somehow. They call it karma :)|yea those were the gold ole days|That's no good. Did you go to the doctor?|Do you have to give a big speech soon?|THank goodness you had extra supplies on hand.   My son was the hardest one out of my 3 kids to potty train.   I feel your pain!!|Were they a close friend? And did you pay them with pizza?|Oh god- Do you live in the country?|Well_comma_ did you eat her ice cream?|Nice! Which ones did you hear!|Well_comma_ at least she loves you. Maybe shoving all her hair up your nose is her way of telling you that."
hit:284_conv:569,3,afraid,Once I was super afraid b/c there was this guys following me and my mom at this grocery store.  I wasn't sure what to do about the situation so I told the manager at the store and he had someone walk me and my mom out to my car so we would be safe.,103,Well I knew he was following us and so I asked the manager to walk us out to the car and when he did we saw the guy come out again from between the two buildings b/c he was waiting on us.  so scary!,4|4|4_5|5|5,,
